pokemon_species,en,fr,es,de,it,ja,ko,zh-Hans,ru,es-MX,pt,nl,tr,ar,th,vi,pl,sv,da,no,fi,el,id,ms,fil,hu,cs,sk,ro,uk,hr,bg,et,lv,lt,sl,mt,sq,mk,bs,sr,cy,ga,gd,kw,br,af,xh,zu,tn,st,ss,nr,nso,ts,ve,xog,lg,ak,tw,bm,my,km,lo,am,ti,om,so,sw,rw,yo,ig,ha,bn,pa,gu,or,ta,te,kn,ml,si,ne,dz,be,kk,uz,ky
druddigon,Druddigon,Drakkarmin,Druddigon,Shardrago,Druddigon,クリムガン,크리만,赤面龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
golett,Golett,Gringolem,Golett,Golbit,Golett,ゴビット,골비람,泥偶小人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
golurk,Golurk,Golemastoc,Golurk,Golgantes,Golurk,ゴルーグ,골루그,泥偶巨人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pawniard,Pawniard,Scalpion,Pawniard,Gladiantri,Pawniard,コマタナ,자망칼,驹刀小兵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bisharp,Bisharp,Scalproie,Bisharp,Caesurio,Bisharp,キリキザン,절각참,劈斩司令,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bouffalant,Bouffalant,Frison,Bouffalant,Bisofank,Bouffalant,バッフロン,버프론,爆炸头水牛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rufflet,Rufflet,Furaiglon,Rufflet,Geronimatz,Rufflet,ワシボン,수리둥보,毛头小鹰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
braviary,Braviary,Gueriaigle,Braviary,Washakwil,Braviary,ウォーグル,워글,勇士雄鹰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vullaby,Vullaby,Vostourno,Vullaby,Skallyk,Vullaby,バルチャイ,벌차이,秃鹰丫头,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mandibuzz,Mandibuzz,Vaututrice,Mandibuzz,Grypheldis,Mandibuzz,バルジーナ,버랜지나,秃鹰娜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heatmor,Heatmor,Aflamanoir,Heatmor,Furnifraß,Heatmor,クイタラン,앤티골,熔蚁兽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
durant,Durant,Fermite,Durant,Fermicula,Durant,アイアント,아이앤트,铁蚁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deino,Deino,Solochi,Deino,Kapuno,Deino,モノズ,모노두,单首龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zweilous,Zweilous,Diamat,Zweilous,Duodino,Zweilous,ジヘッド,디헤드,双首暴龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hydreigon,Hydreigon,Trioxhydre,Hydreigon,Trikephalo,Hydreigon,サザンドラ,삼삼드래,三首恶龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
larvesta,Larvesta,Pyronille,Larvesta,Ignivor,Larvesta,メラルバ,활화르바,燃烧虫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volcarona,Volcarona,Pyrax,Volcarona,Ramoth,Volcarona,ウルガモス,불카모스,火神蛾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cobalion,Cobalion,Cobaltium,Cobalion,Kobalium,Cobalion,コバルオン,코바르온,勾帕路翁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terrakion,Terrakion,Terrakium,Terrakion,Terrakium,Terrakion,テラキオン,테라키온,代拉基翁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
virizion,Virizion,Viridium,Virizion,Viridium,Virizion,ビリジオン,비리디온,毕力吉翁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornadus,Tornadus,Boréas,Tornadus,Boreos,Tornadus,トルネロス,토네로스,龙卷云,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thundurus,Thundurus,Fulguris,Thundurus,Voltolos,Thundurus,ボルトロス,볼트로스,雷电云,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reshiram,Reshiram,Reshiram,Reshiram,Reshiram,Reshiram,レシラム,레시라무,莱希拉姆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zekrom,Zekrom,Zekrom,Zekrom,Zekrom,Zekrom,ゼクロム,제크로무,捷克罗姆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landorus,Landorus,Démétéros,Landorus,Demeteros,Landorus,ランドロス,랜드로스,土地云,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kyurem,Kyurem,Kyurem,Kyurem,Kyurem,Kyurem,キュレム,큐레무,酋雷姆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keldeo,Keldeo,Keldeo,Keldeo,Keldeo,Keldeo,ケルディオ,케르디오,凯路迪欧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meloetta,Meloetta,Meloetta,Meloetta,Meloetta,Meloetta,メロエッタ,메로엣타,美洛耶塔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
genesect,Genesect,Genesect,Genesect,Genesect,Genesect,ゲノセクト,게노세크트,盖诺赛克特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chespin,Chespin,Marisson,Chespin,Igamaro,Chespin,ハリマロン,도치마론,哈力栗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quilladin,Quilladin,Boguérisse,Quilladin,Igastarnish,Quilladin,ハリボーグ,도치보구,胖胖哈力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesnaught,Chesnaught,Blindépique,Chesnaught,Brigaron,Chesnaught,ブリガロン,브리가론,布里卡隆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fennekin,Fennekin,Feunnec,Fennekin,Fynx,Fennekin,フォッコ,푸호꼬,火狐狸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
braixen,Braixen,Roussil,Braixen,Rutena,Braixen,テールナー,테르나,长尾火狐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delphox,Delphox,Goupelin,Delphox,Fennexis,Delphox,マフォクシー,마폭시,妖火红狐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
froakie,Froakie,Grenousse,Froakie,Froxy,Froakie,ケロマツ,개구마르,呱呱泡蛙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frogadier,Frogadier,Croâporal,Frogadier,Amphizel,Frogadier,ゲコガシラ,개굴반장,呱头蛙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greninja,Greninja,Amphinobi,Greninja,Quajutsu,Greninja,ゲッコウガ,개굴닌자,甲贺忍蛙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bunnelby,Bunnelby,Sapereau,Bunnelby,Scoppel,Bunnelby,ホルビー,파르빗,掘掘兔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diggersby,Diggersby,Excavarenne,Diggersby,Grebbit,Diggersby,ホルード,파르토,掘地兔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fletchling,Fletchling,Passerouge,Fletchling,Dartiri,Fletchling,ヤヤコマ,화살꼬빈,小箭雀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fletchinder,Fletchinder,Braisillon,Fletchinder,Dartignis,Fletchinder,ヒノヤコマ,불화살빈,火箭雀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
talonflame,Talonflame,Flambusard,Talonflame,Fiaro,Talonflame,ファイアロー,파이어로,烈箭鹰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scatterbug,Scatterbug,Lépidonille,Scatterbug,Purmel,Scatterbug,コフキムシ,분이벌레,粉蝶虫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spewpa,Spewpa,Pérégrain,Spewpa,Puponcho,Spewpa,コフーライ,분떠도리,粉蝶蛹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vivillon,Vivillon,Prismillon,Vivillon,Vivillon,Vivillon,ビビヨン,비비용,彩粉蝶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
litleo,Litleo,Hélionceau,Litleo,Leufeo,Litleo,シシコ,레오꼬,小狮狮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyroar,Pyroar,Némélios,Pyroar,Pyroleo,Pyroar,カエンジシ,화염레오,火炎狮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flabebe,Flabébé,Flabébé,Flabébé,Flabébé,Flabébé,フラベベ,플라베베,花蓓蓓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
floette,Floette,Floette,Floette,Floette,Floette,フラエッテ,플라엣테,花叶蒂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
florges,Florges,Florges,Florges,Florges,Florges,フラージェス,플라제스,花洁夫人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skiddo,Skiddo,Cabriolaine,Skiddo,Mähikel,Skiddo,メェークル,메이클,坐骑小羊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gogoat,Gogoat,Chevroum,Gogoat,Chevrumm,Gogoat,ゴーゴート,고고트,坐骑山羊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pancham,Pancham,Pandespiègle,Pancham,Pam-Pam,Pancham,ヤンチャム,판짱,顽皮熊猫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pangoro,Pangoro,Pandarbare,Pangoro,Pandagro,Pangoro,ゴロンダ,부란다,霸道熊猫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
furfrou,Furfrou,Couafarel,Furfrou,Coiffwaff,Furfrou,トリミアン,트리미앙,多丽米亚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
espurr,Espurr,Psystigri,Espurr,Psiau,Espurr,ニャスパー,냐스퍼,妙喵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meowstic,Meowstic,Mistigrix,Meowstic,Psiaugon,Meowstic,ニャオニクス,냐오닉스,超能妙喵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honedge,Honedge,Monorpale,Honedge,Gramokles,Honedge,ヒトツキ,단칼빙,独剑鞘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doublade,Doublade,Dimoclès,Doublade,Duokles,Doublade,ニダンギル,쌍검킬,双剑鞘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aegislash,Aegislash,Exagide,Aegislash,Durengard,Aegislash,ギルガルド,킬가르도,坚盾剑怪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spritzee,Spritzee,Fluvetin,Spritzee,Parfi,Spritzee,シュシュプ,슈쁘,粉香香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aromatisse,Aromatisse,Cocotine,Aromatisse,Parfinesse,Aromatisse,フレフワン,프레프티르,芳香精,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swirlix,Swirlix,Sucroquin,Swirlix,Flauschling,Swirlix,ペロッパフ,나룸퍼프,绵绵泡芙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slurpuff,Slurpuff,Cupcanaille,Slurpuff,Sabbaione,Slurpuff,ペロリーム,나루림,胖甜妮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inkay,Inkay,Sepiatop,Inkay,Iscalar,Inkay,マーイーカ,오케이징,好啦鱿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malamar,Malamar,Sepiatroce,Malamar,Calamanero,Malamar,カラマネロ,칼라마네로,乌贼王,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
binacle,Binacle,Opermine,Binacle,Bithora,Binacle,カメテテ,거북손손,龟脚脚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barbaracle,Barbaracle,Golgopathe,Barbaracle,Thanathora,Barbaracle,ガメノデス,거북손데스,龟足巨铠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skrelp,Skrelp,Venalgue,Skrelp,Algitt,Skrelp,クズモー,수레기,垃垃藻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dragalge,Dragalge,Kravarech,Dragalge,Tandrak,Dragalge,ドラミドロ,드래캄,毒藻龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clauncher,Clauncher,Flingouste,Clauncher,Scampisto,Clauncher,ウデッポウ,완철포,铁臂枪虾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clawitzer,Clawitzer,Gamblast,Clawitzer,Wummer,Clawitzer,ブロスター,블로스터,钢炮臂虾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helioptile,Helioptile,Galvaran,Helioptile,Eguana,Helioptile,エリキテル,목도리키텔,伞电蜥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heliolisk,Heliolisk,Iguolta,Heliolisk,Elezard,Heliolisk,エレザード,일레도리자드,光电伞蜥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyrunt,Tyrunt,Ptyranidur,Tyrunt,Balgoras,Tyrunt,チゴラス,티고라스,宝宝暴龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyrantrum,Tyrantrum,Rexillius,Tyrantrum,Monargoras,Tyrantrum,ガチゴラス,견고라스,怪颚龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amaura,Amaura,Amagara,Amaura,Amarino,Amaura,アマルス,아마루스,冰雪龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aurorus,Aurorus,Dragmara,Aurorus,Amagarga,Aurorus,アマルルガ,아마루르가,冰雪巨龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sylveon,Sylveon,Nymphali,Sylveon,Feelinara,Sylveon,ニンフィア,님피아,仙子伊布,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hawlucha,Hawlucha,Brutalibré,Hawlucha,Resladero,Hawlucha,ルチャブル,루차불,摔角鹰人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dedenne,Dedenne,Dedenne,Dedenne,Dedenne,Dedenne,デデンネ,데덴네,咚咚鼠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carbink,Carbink,Strassie,Carbink,Rocara,Carbink,メレシー,멜리시,小碎钻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goomy,Goomy,Mucuscule,Goomy,Viscora,Goomy,ヌメラ,미끄메라,黏黏宝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sliggoo,Sliggoo,Colimucus,Sliggoo,Viscargot,Sliggoo,ヌメイル,미끄네일,黏美儿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goodra,Goodra,Muplodocus,Goodra,Viscogon,Goodra,ヌメルゴン,미끄래곤,黏美龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klefki,Klefki,Trousselin,Klefki,Clavion,Klefki,クレッフィ,클레피,钥圈儿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phantump,Phantump,Brocélôme,Phantump,Paragoni,Phantump,ボクレー,나목령,小木灵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trevenant,Trevenant,Desséliande,Trevenant,Trombork,Trevenant,オーロット,대로트,朽木妖,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pumpkaboo,Pumpkaboo,Pitrouille,Pumpkaboo,Irrbis,Pumpkaboo,バケッチャ,호바귀,南瓜精,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gourgeist,Gourgeist,Banshitrouye,Gourgeist,Pumpdjinn,Gourgeist,パンプジン,펌킨인,南瓜怪人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bergmite,Bergmite,Grelaçon,Bergmite,Arktip,Bergmite,カチコール,꽁어름,冰宝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avalugg,Avalugg,Séracrawl,Avalugg,Arktilas,Avalugg,クレベース,크레베이스,冰岩怪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
noibat,Noibat,Sonistrelle,Noibat,eF-eM,Noibat,オンバット,음뱃,嗡蝠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
noivern,Noivern,Bruyverne,Noivern,UHaFnir,Noivern,オンバーン,음번,音波龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xerneas,Xerneas,Xerneas,Xerneas,Xerneas,Xerneas,ゼルネアス,제르네아스,哲尔尼亚斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yveltal,Yveltal,Yveltal,Yveltal,Yveltal,Yveltal,イベルタル,이벨타르,伊裴尔塔尔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zygarde,Zygarde,Zygarde,Zygarde,Zygarde,Zygarde,ジガルデ,지가르데,基格尔德,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diancie,Diancie,Diancie,Diancie,Diancie,Diancie,ディアンシー,디안시,蒂安希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hoopa,Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,フーパ,후파,胡帕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volcanion,Volcanion,Volcanion,Volcanion,Volcanion,Volcanion,ボルケニオン,볼케니온,波尔凯尼恩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rowlet,Rowlet,Brindibou,Rowlet,Bauz,Rowlet,モクロー,나몰빼미,木木枭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
